post_id,post_by,post_text,post_published,comment_id,comment_by,is_reply,comment_message,comment_published,comment_like_count
73089331857_10153128482431858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Last fall_ in his introduction to Bayesian statistics class_ two of Allen Downey’s students_ juniors Erin Pierce and Ben Kahle_ decided to conduct a survival analysis on the characters in A Song of Ice and Fire—the fantasy novels on which  Game of Thrones is based.  Their research is going viral and the two were recently interviewed on  NPR All Things Considered. Check it out!,2015-04-15T14:37:38+0000,10153128482431858_10153129457236858,f5b6b8527d3abc658b1293390f53325eb89bb6fc,0,Juliana Nazaré why is your college some of my recommended/sponsored posts? Lol,2015-04-15T23:32:21+0000,0
73089331857_10153098353376858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Friends_ as you know at Olin we believe that engineering is a creative enterprise that begins and ends with people and their desire for a better world. We believe that we have created an extraordinary learning community that is bound by a vibrant culture of innovation and a vision to change engineering education to make it a fun_ engaging_ meaningful and a powerful experience. We are very excited about how well our new admission video demonstrates this! We invite you to view it and let us know what you think.,2015-04-02T14:38:36+0000,10153098353376858_10153098489976858,30e135e57f7f54e5ff5274bbeb295880dd07c541,0,"Fantastic portrait of Olin!! I am sure potential students will flock. Good Luck! -mom of an Olin-Alum'14, who is currently at USC Grad. School",2015-04-02T15:45:42+0000,1
73089331857_10153098353376858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Friends_ as you know at Olin we believe that engineering is a creative enterprise that begins and ends with people and their desire for a better world. We believe that we have created an extraordinary learning community that is bound by a vibrant culture of innovation and a vision to change engineering education to make it a fun_ engaging_ meaningful and a powerful experience. We are very excited about how well our new admission video demonstrates this! We invite you to view it and let us know what you think.,2015-04-02T14:38:36+0000,10153098353376858_10153098509611858,6e6c06876f028a39939ad13ab2d31bb175d8d7d4,0,Good summary and interest level- done well.,2015-04-02T15:57:47+0000,1
73089331857_10153098353376858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Friends_ as you know at Olin we believe that engineering is a creative enterprise that begins and ends with people and their desire for a better world. We believe that we have created an extraordinary learning community that is bound by a vibrant culture of innovation and a vision to change engineering education to make it a fun_ engaging_ meaningful and a powerful experience. We are very excited about how well our new admission video demonstrates this! We invite you to view it and let us know what you think.,2015-04-02T14:38:36+0000,10153098353376858_10153099641111858,dd980c7d17cc5ccefc27fd1384f373c072116552,0,"Great video, best of luck with it.",2015-04-03T02:14:26+0000,1
73089331857_10153098353376858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Friends_ as you know at Olin we believe that engineering is a creative enterprise that begins and ends with people and their desire for a better world. We believe that we have created an extraordinary learning community that is bound by a vibrant culture of innovation and a vision to change engineering education to make it a fun_ engaging_ meaningful and a powerful experience. We are very excited about how well our new admission video demonstrates this! We invite you to view it and let us know what you think.,2015-04-02T14:38:36+0000,10153098353376858_10153101840131858,97b2ed8675aa449e7fcb45ac4f8c23809d3f3c31,0,"Very nice. Wonderful production quality (a prerequisite) and true & honest delivery of a great message. I am a physics prof at another university, and it is clear to me that you people are doing great things.",2015-04-04T03:24:11+0000,1
73089331857_10153098353376858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Friends_ as you know at Olin we believe that engineering is a creative enterprise that begins and ends with people and their desire for a better world. We believe that we have created an extraordinary learning community that is bound by a vibrant culture of innovation and a vision to change engineering education to make it a fun_ engaging_ meaningful and a powerful experience. We are very excited about how well our new admission video demonstrates this! We invite you to view it and let us know what you think.,2015-04-02T14:38:36+0000,10153098353376858_10153103493746858,97b2ed8675aa449e7fcb45ac4f8c23809d3f3c31,0,[oops! Thought I was making the comment on their page...],2015-04-04T22:16:50+0000,0
73089331857_10153082005136858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Olin College: Student Affairs and Resources is looking for a new acronym to help represent their department. Any ideas?,2015-03-25T20:14:41+0000,10153082005136858_10153082773511858,b0482e6f1b31e4dbdd85f8f32c06a07e44fb8edb,0,STARS?,2015-03-26T03:59:06+0000,0
73089331857_10153016918171858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Olin College of Engineering shared Engineers Week - EWeek_s post.,2015-02-24T19:01:46+0000,10153016918171858_10153061120321858,a4941209ecbc7f298e50f49e81f2333db3713398,0,https://www.facebook.com/pages/Officiel-Djawhara/1466304866945050?sk=timeline&ref=page_internal,2015-03-16T10:35:16+0000,1
73089331857_10152986974846858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Let_s throw it back to the very early days at Olin. Check out this oldie but goodie! Who knows what CDMB stands for?  #TBT,2015-02-12T14:13:44+0000,10152986971631858_10152987079021858,cc3b2b874370c27703e5d9fca40c55e23655fa7e,0,Curricular Decision Making Board,2015-02-12T15:30:06+0000,1
73089331857_10152969973896858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Olin College of Engineering shared Olin College: Student Affairs and Resources_s album.,2015-02-06T16:42:42+0000,10152969973896858_10153061123361858,a4941209ecbc7f298e50f49e81f2333db3713398,0,https://www.facebook.com/pages/Officiel-Djawhara/1466304866945050?sk=timeline&ref=page_internal,2015-03-16T10:36:48+0000,1
73089331857_10152950384616858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Oliners Alex Crease _16 and Matt Wismer _15 used Bayesian statistics and prior data from each team to predict the winner of the Superbowl this coming Sunday_ February 1. Who did they estimate to win and how did they come to that conclusion? Although their prediction may seem biased_ the numbers don_t lie! Check it out.,2015-01-28T18:15:31+0000,10152950384616858_10152950713556858,16c687f0151553c1dce0c4337e85c1ad198f01bd,0,"Isn't the point of the project that they explicitly *don't* know, but can only say with a certain probability who the winner will be? Based on their results, I'd say this is going to be a close game -- a direct contradiction to the way the headline and the lede are phrased.",2015-01-28T21:12:34+0000,1
73089331857_10152950384616858,c61246f9cd1ee9d7a839f6055349d525d39e68e6,Oliners Alex Crease _16 and Matt Wismer _15 used Bayesian statistics and prior data from each team to predict the winner of the Superbowl this coming Sunday_ February 1. Who did they estimate to win and how did they come to that conclusion? Although their prediction may seem biased_ the numbers don_t lie! Check it out.,2015-01-28T18:15:31+0000,10152950384616858_10152950850161858,4193ebc1c31c94334ed3c70d2a06ed0371f94bb3,0,Adam Murai,2015-01-28T22:42:25+0000,1
